name,gender
jamnaa,f
rajbiri,f
rooshi,f
seeriya,f
pasanjeet,m
kalam,m
sameem,f
mali,m
najrin,f
dipendra,m
mehnaj,f
khima,f
naajim,m
cheddi,m
sorab,m
omparkesh,m
shayampuri,m
suma,f
used,m
simpi,f
manpreet,m
aishwarya,f
ishtkar,m
premnarayan,m
khusbu,m
hardik,m
tehmina,f
anamkhan,f
shreemati,f
maneesh,m
chnda,f
vinoda,m
gulsida,f
parathvi,m
sariq,m
aachal,f
sabba,f
amandeep,f
aasha,m
devik,m
madhan,m
praful,m
nandi,m
eliyas,m
sanjan,f
tharu,m
noori,m
sundari,f
babli,m
sazya,f
buchhi,f
namra,f
parash,m
chhabi,f
dikksha,f
garupal,m
jareena,f
mukaram,m
rubjaan,f
prashansa,m
anjan,m
mairy,f
iqram,m
manbai,f
jasveer,f
manisha,m
chhagan,m
pinkee,f
nikil,f
joy,m
israr,m
mayak,m
araddhna,f
jasbir,f
parmo,m
farhanaaz,f
fahija,f
patan,m
rangeeta,f
mahtab,m
riyazuddin,m
ajju,f
rajwati,f
raghuvir,m
satvir,m
sonam,m
dhruv,m
dineesh,m
muntjar,m
abhiraj,m
saweta,f
alpej,m
shafi,m
khashbu,f
aanya,f
baldev,m
harvindra,f
subhakar,m
amri,f
mithilesh,f
ramba,f
jolly,f
nawaz,m
mnyak,m
devendr,m
joity,f
ujamma,f
tauseek,m
sunarkali,f
inder,m
rupender,m
neeven,m
ruksar,m
sayara,f
vishakha,f
brijnandan,m
suraiya,f
sugodh,m
venkatswaran,m
antima,f
tunda,m
niksiya,f
juber,f
milan,m
lovely,m
musrat,f
lavtar,m
mehak,m
bhumika,f
avantika,f
laltia,f
jakh,m
keshar,f
bhuvneshwar,m
krishan,f
junl,m
rambarose,m
rupen,f
biwa,f
amrish,m
naval,f
radha,m
simarjeet,f
sudhdev,m
sehjal,f
habib,m
neesa,f
janvi,f
satyvrat,m
shardanand,m
gulsan,f
dipeeka,f
ankaj,m
ibraheem,m
khushnasiba,f
mandan,m
chitro,f
moona,f
fooljhnah,f
bhani,m
hariram,m
arindom,m
pravendra,m
mahrul,f
rayish,m
shumita,f
sahajha,f
nishal,m
jgdish,m
santu,m
tajwar,m
gamer,m
taramati,f
jarim,f
ikbal,m
naitik,m
meesh,f
faaija,f
laxami,f
bhiwani,f
ramchandr,m
rinukanwr,f
saizad,m
manbharbai,f
goldy,f
chando,f
sushpal,m
avdhesh,m
chote,m
perkash,m
amrit,f
dhamini,f
harprit,f
meenat,f
raseel,m
rozy,f
rimasha,f
lakhi,m
sahnaz,f
sabrajeet,m
harak,m
mukesh,f
sarabjit,f
mithu,f
nikita,m
nasar,m
sahista,f
aditi,f
abdullah,m
vitan,m
sawtri,f
kuparth,m
mishbha,f
vishwjeet,m
sajia,f
hansa,f
dakshina,m
sabrin,f
harbansh,m
sattu,f
sukesh,m
satrughan,m
mallik,f
mangelal,m
hanny,m
aditiya,m
lokendra,m
satyanara,m
shimran,f
amarnath,m
amba,f
shashibala,f
geetu,f
mehrunisha,f
shushila,f
tammanne,m
ikramuddin,m
amarvesh,m
saheb,m
nandu,f
marti,f
tisar,m
faujdar,m
surjiya,f
nenshi,f
rameswar,m
mosam,f
raud,m
gaytree,f
sachidanand,m
kudtusu,m
yamuna,f
sakila,f
brajesh,f
shabanm,f
bhavishya,m
alima,f
shallu,f
parerna,f
kadu,f
partik,m
ramdas,m
awdhesh,m
nisa,f
ramu,f
ashad,m
lok,m
baljeet,f
kitti,f
fanni,m
sirajuddin,m
san,f
aradhana,f
santara,f
pankaj,f
khubi,m
sidheswar,m
kirann,f
suminder,m
ghasiram,m
farmaan,m
anokha,m
bharma,m
samay,m
asmina,f
nimla,f
metily,m
biran,m
rajeswari,f
vishavkarma,f
ronak,f
ishu,m
manoish,m
keshav,f
ankeet,f
akhil,m
faizur,m
rajaram,m
syama,f
ramdevi,f
devashish,m
bishnu,f
jasbir,m
shathi,f
kesar,f
lali,m
selva,m
jiya,f
kumare,f
nirmaljeet,m
bupal,m
shoaib,m
indervesh,m
faiyaaz,m
ibrahim,m
bhawari,f
ayan,m
ameera,f
pera,m
asmat,f
shayma,f
jaisigh,m
alijan,m
faijina,f
preyojit,m
rashid,f
bijali,f
saud,m
hukum,m
balalia,f
labh,m
vanshika,f
kimmi,f
vickey,m
sompal,m
kishn,m
rantesh,m
mero,f
rame,m
geernish,m
himanshee,f
naina,m
adnan,m
tribavan,m
sohal,m
pabu,f
somesh,m
mikel,m
ramgopal,m
bharkah,f
saad,m
aarif,f
harinder,m
laxminarain,m
mogli,m
panku,f
faran,m
rusan,f
ramwatar,m
yashika,f
joga,f
budhu,m
indta,f
meera,m
premo,f
ramnihor,m
kuldeel,m
gyarsi,f
shazad,m
onginye,f
harimohan,m
nanagram,m
bheem,m
mesak,m
shano,f
sareen,f
khushal,m
rookmani,m
harshita,f
rajia,f
kanhaya,m
krishen,m
bhup,m
felicia,f
savan,m
aavesh,m
talvender,m
kalla,m
ranjan,f
aslam,f
farjand,m
rakeeba,f
sudan,m
mangala,f
ramvir,m
sabita,f
rakha,f
sahi,m
javuneesha,f
mazida,f
dipak,m
badnath,m
manjusha,f
miraz,m
sakchan,m
abhijit,m
taj,f
sabanam,f
ombeer,m
divansh,m
bhagya,f
sabeeha,f
guru,m
umakant,m
chhitar,m
prmod,m
jitendera,m
revti,f
surinder,m
yuveraj,m
ashik,m
godambari,f
manda,f
mohmmd,m
nijam,m
navdeep,f
manjit,f
shimala,f
pritika,f
nanhey,m
basanta,f
aamil,m
manak,m
aphsana,f
mohak,m
dakshya,m
shivnath,m
santo,f
firoz,f
parlad,m
harleen,f
juna,f
sally,f
jamaal,m
gyanwati,m
madho,m
jasim,m
shrikant,m
halki,f
akshit,m
usman,m
laskshita,f
mohatter,m
victor,m
khurshid,m
swagtika,f
parshotam,m
eshwari,f
fauji,f
bandani,f
viney,m
shayamveer,m
sohanpal,m
mangeram,m
jesmin,f
chandrashekhar,m
kanishakraj,m
ponam,f
rajeshwar,m
ekram,m
surajpal,m
nawal,m
dauji,m
laxita,f
thakur,m
bhag,m
anara,f
himanshu,f
zareena,f
pushapa,f
nishith,m
kailesh,m
rashimi,f
poma,m
kabal,m
viccky,m
nandi,f
dimpu,m
karisma,f
mukram,m
satyapal,m
shreeniwas,m
premkanta,f
laka,m
kishana,f
mohni,f
baksi,m
sukanya,f
yasmin,m
ujjawal,m
dulal,m
shaina,f
paramveer,m
mema,f
bikram,m
mobsheera,f
seeva,f
joyaa,f
sorabh,m
nabav,m
lavi,f
nuraish,f
amiraka,f
rahu,m
suresh,f
dilkush,m
hemuna,f
bhagirathi,f
rozina,f
moharan,f
nenhe,m
ishrana,f
tilk,m
dimpal,m
tony,m
indernath,m
poojavarsha,f
kaloo,m
har,m
manni,m
preyank,f
abhishiek,m
upendra,m
nimmy,f
kamal,f
sagufta,f
yasib,m
layman,m
badri,f
lakshy,m
varsh,f
akashya,m
aajiv,m
panchu,f
dhaniya,f
nazima,f
chotum,m
baby,m
akhtri,f
gopi,m
taar,m
jamna,m
kumara,f
pravindra,m
aahim,m
munni,m
laltes,f
nadu,f
daaud,m
muqhtar,m
rojmeri,f
udal,m
ishrat,f
ziyabul,m
mantasha,f
gyatri,f
baudi,m
azhar,m
kazal,f
shivji,m
ifteshyam,f
ranikhan,f
ghanshayam,m
seeba,f
arbaz,m
pari,m
rai,m
chootu,m
divaraj,m
himansu,m
ramjas,f
utpana,f
ladakunvar,f
selars,f
baleshwar,m
malvika,f
bhakuni,f
shazida,f
mamanbai,f
samvedna,f
kashish,f
rituraj,m
sabenoor,f
sarshwati,f
sadur,m
riyajudhin,m
nadaim,m
mookan,m
kalla,f
jagjeet,m
master,m
lakhya,f
mjudi,f
kamalkishore,m
sirjna,f
adersen,m
punita,f
shahruf,m
iswer,m
yamini,f
ajmit,f
kaish,m
chanchala,f
sham,m
asarfi,m
gurmeet,f
manti,f
subramani,f
zaki,m
nainshi,f
maisan,m
shahnwaj,m
baleshwari,f
samundri,f
mahkar,m
bilke,f
amina,f
yaqub,m
alina,f
sateesh,m
abash,m
ramprasad,m
koshalya,f
ratmo,f
harneet,f
bholi,f
mankuri,f
rinka,m
sayana,f
kiniya,f
ish,m
gomti,m
shanty,f
kamesh,m
dharmbir,m
shikha,m
shalid,m
badrudeen,m
nimahe,m
yashsvi,f
bhanupriya,f
naveeda,f
ramdhani,f
shailash,m
sahdab,m
asi,m
vashu,m
seema,m
sivhani,f
shyama,m
roopnarayan,m
chandan,f
meetu,f
prati,f
sahabbudin,m
sandeepa,f
sinil,m
dasharath,m
aagad,m
puneeta,f
gaitri,f
dhalchand,m
taushif,m
tarbez,m
noman,m
tohid,m
tunni,m
farhaja,f
zafar,m
kedarnath,m
dimpy,m
haridutt,m
mushir,m
ishawar,f
afrina,f
asrani,f
saida,f
goldy,m
satayanarayan,m
kuntesh,f
satosh,f
zuber,m
nilu,m
mohinuddin,m
nithyanandham,m
vikshi,f
kusham,f
shahnaj,f
leo,m
jacky,m
shubankar,m
udesh,m
vinit,f
sudershan,m
hasim,m
amijan,f
kalpeshwari,f
shanu,m
vijendra,m
pragati,f
sanjay,f
jhanjhariya,f
inaam,m
musarrat,f
zuhaib,m
megh,m
fakiri,f
sam,m
sejan,f
amarjit,f
silpi,f
dilbar,m
yashdhra,f
nazirul,m
divakar,m
gurmeet,m
taki,f
rajo,m
jadu,m
phoolo,m
captain,f
jhalla,m
rammurti,m
vashisast,m
rudmal,m
lalita,m
husna,f
ramphal,m
chandesh,m
nayeem,m
mamtha,f
shelly,f
sapna,m
nayna,f
lakhbir,f
kmo,f
dhrampal,m
rijul,m
anwari,f
bandana,f
tasmina,f
vikjay,m
pallvi,f
sunitha,f
chandrakala,f
vimukt,m
prhalad,m
patik,m
danista,f
mehphal,m
skunatla,f
yadho,m
nakul,m
minakumari,f
charanjeet,f
sishpal,m
shubhm,m
nagender,m
bansi,m
sukhmit,m
dalima,f
mathura,m
kushbu,f
pirmika,f
meenakashi,f
irsad,m
harbir,m
feru,m
mh,m
shqakuntla,f
saifali,f
permeshwar,m
libin,m
jameer,m
samaiali,f
sabhana,f
simran,m
saheen,f
gila,f
aaqif,m
dharamender,m
parashram,m
neeti,f
aabida,f
mithilesh,m
samiksa,f
jassi,f
rajeshvr,m
rajam,m
sarfaraj,m
kalish,m
bakhtvaar,f
swaliya,f
saveroon,f
hamim,f
shaloo,f
ahshan,m
nikky,f
incee,f
sourab,m
bhaggo,f
basibul,m
tejvir,m
kisori,m
nwed,m
moinuddin,m
niranjan,m
kusuma,f
sabhya,f
raminder,f
aadil,m
sagit,f
kalavati,f
phulkana,f
shittal,f
ajnabi,f
jaslin,f
sukar,m
tazaudeen,m
bhemji,m
sadhna,m
shahnawaj,f
irsad,f
snjana,f
kauslender,m
rakhi,m
vansu,m
bhrkat,m
meti,f
rupi,f
ruckmani,f
ajad,m
smriti,f
rajeena,f
bigan,f
grace,f
maksud,m
gurubaksh,m
sumentra,f
murshida,f
dharmendra,m
gyan,f
vesali,f
taniya,f
naveela,f
gulnaj,f
chom,m
arvinder,f
sosan,f
rema,f
ishita,f
binja,m
pammi,f
buddha,m
samar,m
fareeda,f
chanderkali,f
yusaf,m
prasanta,f
tulsa,f
ashanjali,f
budhram,m
aashu,f
yesh,m
anupriya,f
cheete,m
manosh,m
devindra,m
reshami,f
akhlish,m
muzmil,m
mehbob,m
dhapoo,f
tamana,f
dhara,m
hasir,m
madam,f
ridhakaran,m
sarmeela,f
indresh,m
jumrati,m
tajuddin,m
kamleshwar,m
vaid,m
jameela,f
kanta,m
sabbar,m
rubey,f
nirvat,f
ruji,f
uagantaxra,f
ameer,m
sinaa,f
prezi,f
dhrama,f
shahboob,m
karmi,f
gulwasha,f
shaboob,m
musmi,f
rinkal,m
lushi,f
hemanti,f
kanak,f
mairi,f
suryanath,m
para,f
partab,m
pinku,m
daulat,f
sehjamal,m
tejender,m
bake,m
tajinder,f
apsana,f
lavish,m
ziarul,m
aksha,f
samiron,f
gyanender,m
nizamuddin,m
ishan,m
ganesi,f
morki,f
yogendr,m
bhalaram,m
puspendar,m
gulshafa,f
asiya,f
jafar,m
jenifer,f
sandhaya,m
tripta,f
istkhar,m
sunayna,f
mansoor,m
swati,m
santi,f
jiwan,m
anaro,f
jhuhi,f
manuja,f
guruvachan,m
prayatan,m
najarana,f
ashiqu,m
lalu,m
deepender,m
shimpi,f
sumanthra,f
gulshtab,f
dil,m
aamna,f
amirul,f
fauina,f
tarunnam,f
ajra,f
rani,m
adisan,m
ajnoor,f
rubo,f
pabu,m
ruka,f
mudsir,m
kesnata,f
moin,m
sidhant,m
rizvana,f
joya,f
gruchran,m
veeri,m
sarvesh,f
arnab,m
deni,m
aadish,m
rajend,m
savrin,f
kohinoor,m
rosina,f
parmeshwari,f
maheswari,f
chandrawati,f
sadabkhura,m
rehmati,f
dibya,f
shispal,m
jaibhagwan,m
aishe,f
dharmendr,m
sushila,m
panchoo,f
mahmun,f
wiresh,m
tyara,f
tej,f
vedh,m
aasma,f
ayube,m
mandvi,f
harvans,m
gurpreet,m
anshu,m
rada,f
amratalal,m
firtu,m
ragib,m
naviya,f
munna,f
wali,m
gyanu,m
krishn,m
brajendra,m
ajkati,f
harbinder,m
sujeet,f
sukmani,f
varda,f
minakchi,f
sital,f
sarwitavm,f
kanhaiyalal,m
shefali,f
smradhi,f
kamlash,f
harry,f
dhaneswar,f
sangit,m
bhure,m
rajit,m
rupender,f
chunaram,m
chama,f
kusumakar,m
ashan,m
ragina,f
dhanjay,m
amarapal,m
allauddin,m
kamakshya,f
hazra,f
anekha,f
bidami,f
bansilal,m
siwam,m
jitan,m
mukhtiyar,m
nagendra,m
sarkar,m
ravena,f
devya,f
sahgufta,f
shankar,f
dalpat,m
prafhool,m
aakanksha,f
payana,f
rudhra,m
jarnail,m
maqsood,m
dhmendar,m
harmit,f
pragti,f
papuu,m
patric,m
denesh,m
kesav,m
puskar,m
dhaney,m
sajana,f
bhagvati,m
bhanwar,f
shanaz,f
faruk,f
faraz,m
bhavesh,m
shah,m
sanoshi,f
faizan,m
alhamdi,f
khasbhoo,f
aazad,m
talib,m
jhuma,f
shahiba,f
verendra,m
yashwant,m
rambrij,m
sibanaz,f
alma,f
khush,f
rosy,f
hajrati,f
rambhul,m
nathuram,m
yogesh,f
rahimuddin,m
rafat,f
jayshing,m
dharvesh,m
vahab,m
nazama,f
gajla,f
peenu,f
kingkar,m
safia,f
gordhanlal,m
chhidu,m
gouri,m
khusbhu,f
nasiar,m
bada,m
paramjit,m
ravinath,m
kisan,m
nurbi,f
raisingh,m
anadi,f
lahida,f
neema,f
angoori,f
dilshana,f
muslim,m
ballu,m
saista,f
bhatari,f
bhagwat,m
aktab,m
anshul,f
rijwan,m
najreen,f
ketan,m
nameeta,f
subhagya,f
asharam,m
vasu,f
afroz,f
vineta,f
roshanara,f
gurmit,f
salima,f
jatan,m
sazmin,f
pervez,m
muslima,f
dilsah,m
sube,m
vichitra,m
ramniwasj,m
jebi,f
pariti,f
dhermendra,m
nafe,m
harvansh,m
gurmala,f
raheesh,m
trilock,m
parhalad,m
bandu,m
jaskirat,m
tahira,f
premlata,f
tolaram,m
jasvinder,f
jauli,m
chotti,f
divy,f
pista,f
mahindra,m
parashu,m
rishu,m
danveer,m
shoukat,m
roma,f
sajruddin,m
paramdeep,f
ramjanki,f
amena,f
srikant,m
awshin,f
maanmati,f
hasibullah,f
anubhav,m
anupuma,f
rajshree,f
aasa,f
lalidavi,f
shkil,m
jaiguna,f
muskaan,f
anusuiya,f
dilkhush,f
riti,f
bhanvar,m
shakashi,f
juhewuddin,m
bhuwan,m
teenu,m
sidh,m
farjanul,f
tapas,f
nicharon,f
succha,m
tulshi,m
chinku,m
sirish,f
yaman,m
mandothi,f
alita,f
noorpa,f
husina,f
nima,f
kishmat,f
satvida,f
merry,f
gurucharan,m
ganpatram,m
sadre,m
firasat,m
kashmir,m
lakshit,m
harinder,f
chabi,m
priyaka,f
jeetram,m
dumani,f
sarain,m
radhesayam,m
jagpati,m
shaitan,m
shabbo,f
kuso,f
satyaprakash,m
munjira,f
jomiya,f
pammy,f
imtyaz,m
gangabal,m
sushil,f
chancal,f
chnada,f
nipam,f
vishanu,m
tamana,m
rup,m
lilavati,f
shyani,f
anuu,f
rajvi,m
tanish,m
khanchan,f
mujahid,m
jamuna,f
noorjhan,f
arifa,f
alam,m
gambhir,f
aashi,f
kheem,m
pawansingh,m
ramender,m
saral,f
bachheshwar,m
abbal,m
shsi,m
rafikan,f
deen,m
mhosin,m
arjina,f
lovly,m
bhushan,m
anaji,f
marium,f
gurbax,m
veerendra,m
deepshikha,f
tapsyum,f
tisha,f
tak,m
babbli,f
janky,f
yespal,m
twinkil,f
javitri,f
barj,m
ammar,m
mukeem,m
dolley,f
rupinder,m
badi,f
kajar,f
aravind,m
faimuddin,m
radat,m
pyari,f
anzum,f
rahina,f
nagia,f
bitto,f
njare,m
aasim,m
fiza,f
swapam,m
chela,m
kamrulnisha,f
ibraham,m
charanjeet,m
manchan,f
limca,f
raghbir,m
riyajul,m
kosylaya,f
anupam,m
sahna,m
ratn,m
shelesh,m
ramdhan,m
veshali,f
gulsher,m
insaf,m
rampayari,f
roopali,f
vaishali,m
awdesh,m
akkni,m
sanat,m
nasira,f
sharuna,f
aesha,f
neelachal,f
papa,m
murad,m
noora,m
chandeshwar,m
raja,f
gulfan,m
natha,m
inkoo,m
sheenu,f
sus,f
sujanti,f
mudssir,m
shabbi,f
ali,f
lokender,m
tanuja,m
bhawani,m
kanda,m
hardam,m
amba,m
garsh,m
dishant,m
dwarka,m
daljit,f
rishiraj,m
javade,f
milap,m
almina,f
raviraj,m
mustfa,m
rajlaxmi,f
budho,f
ragni,f
janam,f
jamad,m
jhunna,f
phoolwanti,f
anjani,m
premawati,f
umme,f
naseeba,f
lashma,f
hukam,m
chanderpal,m
sabra,f
karandeep,m
molu,m
sushhmita,f
rma,m
anoopama,f
dhananjay,m
bholaram,m
girishchandra,f
lakhami,m
muntajar,m
yadvir,m
jalwad,m
junaid,f
sumoranjam,m
gyarsi,m
sufian,m
anurudh,m
mahendar,m
love,m
rashab,m
imsaan,m
jhawar,m
manni,f
rinkoo,m
ramfare,m
brijpal,m
japneet,f
salupa,f
gali,f
aktri,f
tabsum,f
simabharti,f
long,f
deou,f
prsant,m
minkashi,f
veero,f
sadabrij,m
bhram,m
sujen,m
nilofer,f
lalchand,m
janmesh,m
laukush,m
nooruddin,m
zoya,f
sera,f
mangla,m
mantosh,m
dixya,f
lakhu,m
tiwnkal,f
mani,f
vajid,m
yaqoob,m
balak,m
shela,f
umlesh,m
sitar,m
gorv,m
aleesha,f
prempal,m
tapender,m
manmeet,f
aejaz,m
armaan,m
akif,m
albina,f
srheeram,m
moshri,f
avtar,m
chanderkanta,f
nayamati,f
salmam,m
chitrangan,m
sooraj,m
durgalal,m
sehnaj,f
koilu,f
gaffar,m
shorav,f
rini,f
adi,m
shivprakash,m
jalsingh,m
rakkibhul,m
fornta,f
devideen,f
neeshu,m
ajmeri,f
amkit,m
bajulal,m
gurdeep,f
sainky,m
shusila,f
mousin,m
foolwati,f
bindiya,f
saahin,f
afsha,f
fakiha,f
veronika,f
kirodimal,m
madhubala,f
amrta,f
irshrat,f
shivcharan,m
navjat,f
lucki,m
musra,f
gotiya,f
kirshanpal,m
virpal,m
phakir,m
sahistha,f
shkur,m
ladla,m
jamil,m
hongsi,f
najni,f
seelam,f
mihir,m
fareem,f
fareen,f
choti,f
rukiya,f
suganti,f
deepi,m
nila,f
hajari,f
sukul,m
subhadra,f
bhuli,f
mousam,f
hiramani,m
munnu,m
fakerey,m
mustkim,m
mota,f
ntasha,f
hemraj,f
raishma,f
kunj,m
vandhana,f
mukti,f
jeeshan,m
dhakha,f
vasiya,f
sudhama,f
jeta,f
nini,f
deepaak,m
abhilasha,f
sasibala,f
soyab,m
sangeena,f
ramswaroop,m
samiksha,f
mukhtyar,f
husno,f
parmodh,m
samya,f
viplo,m
parkashi,f
gauravgil,m
makhan,m
baidnath,m
shelender,m
rameh,m
diljan,m
ashsish,m
vishnu,f
tahseen,f
son,m
shadhana,f
frjana,f
chitu,m
subhapal,f
sehdev,m
bhima,m
veenita,f
shine,f
kusumlatta,f
prameshwar,m
satyadev,m
same,m
anshita,f
sarbash,m
jisaan,m
jayda,f
ramsingh,m
vrendra,m
gango,f
husiya,f
amie,f
suneta,f
sona,m
liladevi,f
iswar,m
kalapana,f
dhakhadevi,f
hammad,m
nanu,f
saimun,f
razim,m
hiten,m
mansha,f
traun,m
paramshela,f
keshri,m
umma,f
sapan,m
budhan,m
homa,m
magla,f
prinkya,f
kaushar,m
mamata,m
shamim,f
hifjul,m
sukshana,f
hoti,m
kaushalya,f
bhabhav,m
aastha,f
indrvati,f
emilia,m
gurvinder,m
parvin,f
gajwanti,f
rambharos,m
milka,f
hurji,f
lajjavati,f
fuli,f
sanjoh,f
atiq,f
shabnur,f
manvi,f
nischaya,m
ramsem,m
gurnam,m
priti,m
jantarpal,m
kifayat,m
jaquir,m
punnet,m
satnarayan,m
sanoj,m
zamile,m
vidhavati,f
maksood,m
rimjhim,f
varisha,f
hasmita,f
mithu,m
laltha,m
daksh,m
meela,f
reddy,m
saroop,m
khairul,m
anjeev,m
hanja,f
nandu,m
shanah,f
tufail,m
uganta,f
nanka,m
raisuddin,m
ravidutt,m
gandhi,m
sunpreet,f
firdous,f
kishnaram,m
mohan,f
sushama,f
sidhi,f
sarita,m
saket,m
fitrat,m
satu,m
mitthu,m
binani,m
mithelash,m
mamuna,f
bhartendu,m
satya,f
mega,f
rajl,f
sehzad,m
sahnaj,m
subhodh,m
laja,f
noomi,f
santok,f
ajahar,m
nej,m
tanvir,f
jaidev,m
punit,f
trijugi,m
bhura,f
kumresh,m
gawri,f
binnu,m
choturam,m
pushpa,m
sajida,f
baam,m
vishvash,m
dilvar,m
manormapal,f
pulkit,m
mukish,m
amreek,m
naraini,f
bipnesh,f
shukveer,m
vishwanath,m
farana,f
umda,f
mem,f
sugandha,f
poga,f
gappu,m
nanveet,f
jhaban,m
rippi,f
santra,f
ilesh,m
minaxi,f
sahar,f
bittan,m
karima,f
munbura,f
fazaley,m
dhola,f
redhema,m
goldi,m
nanu,m
mast,m
yusuf,m
nazmuslam,m
father,f
shivyalam,m
kushamvir,f
hazira,f
dolat,m
nanshi,f
gulsana,f
aru,m
surja,m
shahvaj,m
fida,m
munny,f
talim,m
pancham,m
omparsad,m
muskhan,f
lekose,m
safina,f
durgashankar,m
channu,f
chuni,f
kulwant,m
sinder,m
rainu,f
sarsawati,f
jubaira,f
nida,f
yeshpal,m
latesh,m
ratnesh,m
mooldan,m
firoj,f
manit,m
suriti,f
ramdulari,f
sawan,m
tafsir,m
marshilah,f
dipansu,m
amritha,f
omveer,m
sikander,m
ilayat,m
samser,m
avnit,m
nirjla,f
shib,m
khasti,f
narayn,f
hamida,f
uzma,f
amarawati,f
la,m
namarta,f
meenaz,m
saranthem,f
givinda,m
shailja,f
bundhu,m
rahnuma,f
anjrej,m
lad,f
siddhi,f
alseepa,f
navi,m
khuma,m
farhanaz,f
gargi,f
nasrudeen,m
rashma,f
ramsawroop,m
punia,m
baga,m
badru,f
ansu,f
shaymu,m
jahirul,f
yukilal,f
husainpreet,f
aaradhana,f
jyoty,f
ghaseeta,m
keta,f
shruti,f
nesha,f
cosmic,f
heeera,m
ishant,m
sardeep,m
iarfan,m
asgar,m
honey,f
versa,f
sen,f
monam,f
prabhjit,m
noreen,f
mona,m
omperkash,m
fazaz,m
tameezuddin,m
navjoot,m
taseem,f
afridi,m
shukramani,f
anandi,m
kangana,f
amarchand,m
anshiya,f
hardas,m
akilesh,m
kuldeep,f
karansingh,m
salauddin,m
dharmshila,f
amrat,f
ariba,f
chhaya,f
saru,f
jankraj,m
rvindra,m
kavit,f
bhagvati,f
faizudeen,m
piyus,m
shamshad,m
mager,m
lukman,m
suchitra,f
aphasana,m
sabi,m
murjina,f
salni,f
suchit,m
varsha,m
sarvjeet,m
tulasi,f
bintu,m
aarju,f
radesyam,m
maha,m
dhrampla,m
mayuri,f
ramavtar,m
wajuddin,m
sarvan,m
pritibha,f
prannab,m
mula,m
kalayan,m
daler,m
sahajad,m
suraja,m
chhabil,m
dord,m
firida,f
tundiram,m
girijarani,f
maryam,m
megharaj,m
mehruddin,m
hardass,m
kavit,m
badarjahan,f
rahisuddin,m
raghubeer,m
vibhuti,m
saran,m
chhamo,f
sahina,f
pryanika,f
virnit,m
sarbjeet,m
lilima,f
tanmay,m
shubhan,m
ramulu,m
sumirta,f
murgesh,m
haliya,m
manka,f
sheikhsai,m
lave,m
bagwan,m
azaruddin,m
digvijay,m
aayana,f
khimanand,m
sonaki,f
parteek,m
sokat,m
nasir,f
taleem,m
dabbu,m
shaira,f
husnara,f
zina,f
sandiya,f
somdevi,f
bushra,f
asfaq,m
adalat,m
koyali,f
motiya,f
samra,f
ashiya,m
gulafshan,f
patasi,f
ashraf,m
shayna,f
shahib,m
babloo,m
sangeeta,m
pavnesh,m
areen,f
mahzbin,f
altmash,m
birpal,m
gunanidhi,m
joshna,f
bhawani,f
rukhar,f
tekchand,m
mohanram,m
sudhanshu,m
koushik,m
manful,f
dhurav,m
chhotelal,m
pransis,m
visham,m
jhagdu,m
beera,f
klash,m
kishan,f
kafia,f
ekamjeet,f
gaffur,m
rimpi,f
aamosh,m
shahina,f
anikt,m
sonal,f
adiba,f
haliya,f
memraj,m
rakhee,f
shravani,f
bohati,f
ijhar,m
masoom,m
bidhya,f
veerpal,f
samsher,m
vanshu,m
siwani,m
sukhlal,m
maadhuri,f
whied,m
baijnath,m
sumaila,f
jism,m
goopi,m
sonyi,f
chiddu,m
nand,f
raniya,f
abhaki,f
dumnik,m
shilly,f
hanumanram,m
shma,f
shahzadi,f
muksndi,m
susri,f
amrooti,f
niranjan,f
tabasum,f
fija,f
gagandeep,m
tavrej,m
galu,m
yoshoda,f
sumalia,f
mangubai,f
sampat,m
majidunisha,f
vipasha,f
mahnatha,m
karunakar,m
tinvkal,f
lilaram,m
anikesh,m
jumman,m
barjesh,m
awedhesh,m
mahvish,f
shaila,f
kirshna,m
richaraj,f
basanta,m
lakhvinder,m
harib,m
bobbi,m
syham,m
madhwi,f
iqra,f
kokil,m
shivaji,m
tassadul,m
stephen,m
jaichand,m
bhim,f
kashish,m
mubshshira,f
pal,m
kalpna,m
ramsati,f
deepali,m
garv,m
aanamika,f
chtar,m
papp,m
vidyawati,f
sarafraj,m
fulki,f
rebecca,f
nahida,f
sanaullah,m
arafaat,m
khooshboo,f
ajaypal,m
jhagdoo,m
munmun,f
rajeswary,f
satwander,f
annat,m
shajiya,f
nursa,f
prwem,f
mariya,f
akeel,m
binnu,f
umasankar,m
jaioni,f
dayaram,m
gulzar,m
tulcharam,m
angan,m
shakeela,f
na,f
hareshwar,m
manjiv,m
karishama,f
ramakant,m
kanchi,m
uved,m
kismti,f
safila,f
pavi,f
davendra,m
aalina,f
englas,f
nimesh,m
manful,m
ramjiyawan,m
somender,m
samaprveen,f
saanu,f
radikha,f
supna,f
lamani,m
gulshad,m
subhangi,f
farku,m
aamrin,f
sanavvar,m
latif,m
resmi,f
ratneswar,m
nur,m
mogan,m
ladidavi,f
satyvati,f
alok,f
jit,m
panchi,m
rampher,m
nashima,f
chhabeel,m
maan,f
menka,f
balchand,m
jayesh,m
imaman,m
birmadevi,f
siya,f
wazid,m
sambhu,m
indraj,m
guljar,m
rojmen,f
raji,f
perveen,m
samsudin,m
riyajuddin,m
seti,m
bachan,m
atta,f
deepanker,m
jite,m
sanu,m
bhulan,m
vipiv,m
khamchand,m
sawali,m
jaanki,f
